benchmark,network_id,network,domain,fold,family,method_id,method,parameter,parameter_value,is_primary,configuration_scoring_seconds,average_precision,roc_auc,precision,recall,f1,ndcg,cutoff,positive_count,negative_count,candidate_count,distinct_score_count,tie_group_count,tied_candidate_count,tied_candidate_ratio,largest_tie_group,cutoff_score,cutoff_tie_size,cutoff_tie_positive_count,cutoff_tie_negative_count,cutoff_slots_in_tie,cutoff_tie_crosses_boundary
standard,email_univ,email-univ,communication,5,quasi_local_path,ora_cni,ORA-CNI-beta-0.1,beta,0.1,False,0.06643233587965369,0.9285089954528771,0.9267699112073676,0.8563151796060255,0.8563151796060255,0.8563151796060255,0.8780525186698818,863,863,863,1726,1092,27,661,0.38296639629200463,603,0.11156314353076367,1,1,0,1,False
standard,email_univ,email-univ,communication,5,quasi_local_path,ora_cni,ORA-CNI-beta-0.01,beta,0.01,False,0.08282515499740839,0.9284226987637694,0.9267162032791376,0.8563151796060255,0.8563151796060255,0.8563151796060255,0.8780391812397832,863,863,863,1726,1092,27,661,0.38296639629200463,603,0.1111111111111111,2,2,0,2,False
standard,email_univ,email-univ,communication,5,quasi_local_path,ora_cni,ORA-CNI-beta-0.001,beta,0.001,True,0.0970842638053,0.9284136136385319,0.9267094897881087,0.8563151796060255,0.8563151796060255,0.8563151796060255,0.8780379138569624,863,863,863,1726,1092,27,661,0.38296639629200463,603,0.1111111111111111,2,2,0,2,False
standard,email_univ,email-univ,communication,5,enhanced_local,lit,LIT-i2,iterations,2.0,True,0.12163861701264977,0.8445401519141347,0.8445947669680128,0.7786790266512167,0.7786790266512167,0.7786790266512167,0.8134610632631704,863,863,863,1726,667,7,1066,0.6176129779837776,1054,0.0,1054,239,815,191,True
standard,email_univ,email-univ,communication,5,enhanced_local,lit,LIT-i4,iterations,4.0,False,0.23108605993911624,0.8441714395460188,0.844171145684098,0.7786790266512167,0.7786790266512167,0.7786790266512167,0.813462424185364,863,863,863,1726,672,2,1056,0.6118192352259559,1054,0.0,1054,239,815,191,True
standard,email_univ,email-univ,communication,5,enhanced_local,lit,LIT-i6,iterations,6.0,False,0.24010342406108975,0.8436897263709633,0.843910662232182,0.7786790266512167,0.7786790266512167,0.7786790266512167,0.8133840926446897,863,863,863,1726,672,2,1056,0.6118192352259559,1054,0.0,1054,239,815,191,True
standard,email_univ,email-univ,communication,5,quasi_local_walk,lrw,LRW-l3,steps,3.0,True,0.7721111606806517,0.9270045058767816,0.923264126192148,0.8597914252607184,0.8597914252607184,0.8597914252607184,0.8811099339075663,863,863,863,1726,1075,30,681,0.3945538818076477,619,1.8870986612922097e-06,1,0,1,1,False
standard,email_univ,email-univ,communication,5,quasi_local_walk,srw,SRW-l3,steps,3.0,True,0.7721111606806517,0.936345639485023,0.9323494936013718,0.86558516801854,0.86558516801854,0.8655851680185399,0.8865858958114942,863,863,863,1726,1093,28,661,0.38296639629200463,603,2.757150259751717e-06,1,1,0,1,False
standard,email_univ,email-univ,communication,5,quasi_local_walk,pfp,PFP-l3,steps,3.0,True,0.7721111606806517,0.9180439924579151,0.9249606253751165,0.8609501738122828,0.8609501738122828,0.8609501738122827,0.8726039741150898,863,863,863,1726,1121,4,609,0.35283893395133253,603,0.0014928774928774928,1,0,1,1,False
standard,email_univ,email-univ,communication,5,quasi_local_walk,lrw,LRW-l5,steps,5.0,False,3.905828285962343,0.9356055739218418,0.9337700683030578,0.86558516801854,0.86558516801854,0.8655851680185399,0.8854486945448232,863,863,863,1726,1689,2,39,0.022595596755504054,37,2.448272906404975e-06,1,0,1,1,False
standard,email_univ,email-univ,communication,5,quasi_local_walk,srw,SRW-l5,steps,5.0,False,3.905828285962343,0.945765163555031,0.9422022130351827,0.8725376593279258,0.8725376593279258,0.8725376593279258,0.8923529209000601,863,863,863,1726,1689,2,39,0.022595596755504054,37,7.985823859582728e-06,1,0,1,1,False
standard,email_univ,email-univ,communication,5,quasi_local_walk,pfp,PFP-l5,steps,5.0,False,3.905828285962343,0.917091913322882,0.920748581103671,0.8447276940903824,0.8447276940903824,0.8447276940903824,0.8590683250453766,863,863,863,1726,1688,3,41,0.023754345307068367,37,0.0026114096292852054,1,0,1,1,False
standard,email_univ,email-univ,communication,5,quasi_local_walk,lrw,LRW-l7,steps,7.0,False,5.056728184223175,0.9256423502899866,0.9256883678026341,0.8539976825028969,0.8539976825028969,0.8539976825028969,0.8747182216548931,863,863,863,1726,1725,1,2,0.0011587485515643105,2,2.4829704197663693e-06,1,0,1,1,False
standard,email_univ,email-univ,communication,5,quasi_local_walk,srw,SRW-l7,steps,7.0,False,5.056728184223175,0.9447224319175699,0.9412878355570654,0.8690614136732329,0.8690614136732329,0.8690614136732329,0.8893945932468341,863,863,863,1726,1725,1,2,0.0011587485515643105,2,1.4131647653389447e-05,1,1,0,1,False
standard,email_univ,email-univ,communication,5,quasi_local_walk,pfp,PFP-l7,steps,7.0,False,5.056728184223175,0.9160724434315936,0.9189238542420536,0.8447276940903824,0.8447276940903824,0.8447276940903824,0.8590230559535733,863,863,863,1726,1724,2,4,0.002317497103128621,2,0.0026246275245121508,1,0,1,1,False
standard,power_grid,power-grid,infrastructure,1,quasi_local_path,lpi,LPI-beta-0.1,beta,0.1,False,0.018151122145354748,0.7732210288465909,0.7750385629923057,0.6858006042296072,0.6858006042296072,0.6858006042296072,0.7438217378210025,331,331,331,662,29,16,649,0.9803625377643505,476,0.0,476,147,329,145,True
standard,power_grid,power-grid,infrastructure,1,quasi_local_path,lpi,LPI-beta-0.01,beta,0.01,False,0.017543123103678226,0.7732210288465909,0.7750385629923057,0.6858006042296072,0.6858006042296072,0.6858006042296072,0.7438217378210025,331,331,331,662,29,16,649,0.9803625377643505,476,0.0,476,147,329,145,True
standard,power_grid,power-grid,infrastructure,1,quasi_local_path,lpi,LPI-beta-0.001,beta,0.001,True,0.021472273860126734,0.7732210288465909,0.7750385629923057,0.6858006042296072,0.6858006042296072,0.6858006042296072,0.7438217378210025,331,331,331,662,29,16,649,0.9803625377643505,476,0.0,476,147,329,145,True
standard,power_grid,power-grid,infrastructure,1,quasi_local_path,ora_cni,ORA-CNI-beta-0.1,beta,0.1,False,0.018998413812369108,0.7743548789070527,0.7753580197332993,0.6858006042296072,0.6858006042296072,0.6858006042296072,0.7441774861187579,331,331,331,662,107,24,579,0.8746223564954683,476,0.0,476,147,329,145,True
standard,power_grid,power-grid,infrastructure,1,quasi_local_path,ora_cni,ORA-CNI-beta-0.01,beta,0.01,False,0.017130766063928604,0.7745953045528752,0.7754036564105841,0.6858006042296072,0.6858006042296072,0.6858006042296072,0.7442425403850316,331,331,331,662,107,24,579,0.8746223564954683,476,0.0,476,147,329,145,True
standard,power_grid,power-grid,infrastructure,1,quasi_local_path,ora_cni,ORA-CNI-beta-0.001,beta,0.001,True,0.02268852712586522,0.7745953045528752,0.7754036564105841,0.6858006042296072,0.6858006042296072,0.6858006042296072,0.7442425403850316,331,331,331,662,107,24,579,0.8746223564954683,476,0.0,476,147,329,145,True
standard,power_grid,power-grid,infrastructure,1,enhanced_local,lit,LIT-i2,iterations,2.0,True,0.059032364282757044,0.5792215890206266,0.5800330409543543,0.5649546827794562,0.5649546827794562,0.5649546827794562,0.6146269113271068,331,331,331,662,53,2,611,0.9229607250755287,607,0.0,607,277,330,276,True
standard,power_grid,power-grid,infrastructure,1,enhanced_local,lit,LIT-i4,iterations,4.0,False,0.110788662917912,0.5792215890206266,0.5800330409543543,0.5649546827794562,0.5649546827794562,0.5649546827794562,0.6146269113271068,331,331,331,662,54,2,610,0.9214501510574018,607,0.0,607,277,330,276,True
standard,power_grid,power-grid,infrastructure,1,enhanced_local,lit,LIT-i6,iterations,6.0,False,0.1674993489868939,0.579449681393734,0.5800512956252681,0.5649546827794562,0.5649546827794562,0.5649546827794562,0.6147194845765179,331,331,331,662,53,2,611,0.9229607250755287,607,0.0,607,277,330,276,True
standard,power_grid,power-grid,infrastructure,1,quasi_local_walk,lrw,LRW-l3,steps,3.0,True,0.043988732155412436,0.6895079642847228,0.6906015826799682,0.6102719033232629,0.6102719033232629,0.6102719033232629,0.6738155295655583,331,331,331,662,74,20,608,0.918429003021148,532,0.0,532,203,329,201,True
standard,power_grid,power-grid,infrastructure,1,quasi_local_walk,srw,SRW-l3,steps,3.0,True,0.043988732155412436,0.7739288683812824,0.7753215103914715,0.6858006042296072,0.6858006042296072,0.6858006042296072,0.7440355374669496,331,331,331,662,102,26,586,0.8851963746223565,476,0.0,476,147,329,145,True
standard,power_grid,power-grid,infrastructure,1,quasi_local_walk,pfp,PFP-l3,steps,3.0,True,0.043988732155412436,0.7750030393337067,0.775335201394657,0.6858006042296072,0.6858006042296072,0.6858006042296072,0.7443877715754076,331,331,331,662,115,26,573,0.8655589123867069,476,0.0,476,147,329,145,True
standard,power_grid,power-grid,infrastructure,1,quasi_local_walk,lrw,LRW-l5,steps,5.0,False,0.15313662961125374,0.796776855634403,0.7963737096229498,0.7009063444108762,0.7009063444108762,0.7009063444108762,0.7574775945371983,331,331,331,662,206,6,462,0.6978851963746223,451,0.0,451,129,322,120,True
standard,power_grid,power-grid,infrastructure,1,quasi_local_walk,srw,SRW-l5,steps,5.0,False,0.15313662961125374,0.861657166029755,0.8616752311497705,0.7915407854984894,0.7915407854984894,0.7915407854984893,0.8331122132109523,331,331,331,662,242,10,430,0.649546827794562,409,0.0,409,87,322,78,True
standard,power_grid,power-grid,infrastructure,1,quasi_local_walk,pfp,PFP-l5,steps,5.0,False,0.15313662961125374,0.8619732189667093,0.8614059747537901,0.7915407854984894,0.7915407854984894,0.7915407854984893,0.8332834468258589,331,331,331,662,213,26,475,0.7175226586102719,409,0.0,409,87,322,78,True
standard,power_grid,power-grid,infrastructure,1,quasi_local_walk,lrw,LRW-l7,steps,7.0,False,0.382357872556895,0.8748520313876034,0.8758499831144295,0.8187311178247734,0.8187311178247734,0.8187311178247734,0.8537749738175897,331,331,331,662,274,5,393,0.5936555891238671,385,0.0,385,72,313,54,True
standard,power_grid,power-grid,infrastructure,1,quasi_local_walk,srw,SRW-l7,steps,7.0,False,0.382357872556895,0.9200267050814301,0.920747346227216,0.8731117824773413,0.8731117824773413,0.8731117824773413,0.8986076293479648,331,331,331,662,303,3,362,0.5468277945619335,358,0.0,358,45,313,27,True
standard,power_grid,power-grid,infrastructure,1,quasi_local_walk,pfp,PFP-l7,steps,7.0,False,0.382357872556895,0.9212327155501243,0.9211398216518654,0.8731117824773413,0.8731117824773413,0.8731117824773413,0.8989208163398507,331,331,331,662,268,25,419,0.6329305135951662,358,0.0,358,45,313,27,True
standard,power_grid,power-grid,infrastructure,2,quasi_local_path,lpi,LPI-beta-0.1,beta,0.1,False,0.023533659987151623,0.7804060128509942,0.7818156095690986,0.6948640483383686,0.6948640483383686,0.6948640483383686,0.7515048174106814,331,331,331,662,28,17,651,0.9833836858006042,470,0.0,470,142,328,139,True
standard,power_grid,power-grid,infrastructure,2,quasi_local_path,lpi,LPI-beta-0.01,beta,0.01,False,0.023376790340989828,0.7804060128509942,0.7818156095690986,0.6948640483383686,0.6948640483383686,0.6948640483383686,0.7515048174106814,331,331,331,662,28,17,651,0.9833836858006042,470,0.0,470,142,328,139,True
standard,power_grid,power-grid,infrastructure,2,quasi_local_path,lpi,LPI-beta-0.001,beta,0.001,True,0.018834840040653944,0.7804060128509942,0.7818156095690986,0.6948640483383686,0.6948640483383686,0.6948640483383686,0.7515048174106814,331,331,331,662,28,17,651,0.9833836858006042,470,0.0,470,142,328,139,True
standard,power_grid,power-grid,infrastructure,2,quasi_local_path,ora_cni,ORA-CNI-beta-0.1,beta,0.1,False,0.020764880813658237,0.7787873938471094,0.7812770967771379,0.6948640483383686,0.6948640483383686,0.6948640483383686,0.7508751595386035,331,331,331,662,113,23,572,0.8640483383685801,470,0.0,470,142,328,139,True
standard,power_grid,power-grid,infrastructure,2,quasi_local_path,ora_cni,ORA-CNI-beta-0.01,beta,0.01,False,0.017697499133646488,0.7787873468040877,0.7812770967771379,0.6948640483383686,0.6948640483383686,0.6948640483383686,0.7508751595386035,331,331,331,662,113,23,572,0.8640483383685801,470,0.0,470,142,328,139,True
standard,power_grid,power-grid,infrastructure,2,quasi_local_path,ora_cni,ORA-CNI-beta-0.001,beta,0.001,True,0.017549720592796803,0.7787873468040877,0.7812770967771379,0.6948640483383686,0.6948640483383686,0.6948640483383686,0.7508751595386035,331,331,331,662,113,23,572,0.8640483383685801,470,0.0,470,142,328,139,True
standard,power_grid,power-grid,infrastructure,2,enhanced_local,lit,LIT-i2,iterations,2.0,True,0.05802830308675766,0.5916364470337323,0.5921450151057402,0.5498489425981873,0.5498489425981873,0.5498489425981873,0.6045752807121609,331,331,331,662,60,5,607,0.9169184290030211,599,0.0,599,269,330,268,True
standard,power_grid,power-grid,infrastructure,2,enhanced_local,lit,LIT-i4,iterations,4.0,False,0.11985822906717658,0.5919846958269783,0.5921815244475681,0.5498489425981873,0.5498489425981873,0.5498489425981873,0.604698174351633,331,331,331,662,61,4,605,0.9138972809667674,599,0.0,599,269,330,268,True
standard,power_grid,power-grid,infrastructure,2,enhanced_local,lit,LIT-i6,iterations,6.0,False,0.28229990880936384,0.5919846958269783,0.5921815244475681,0.5498489425981873,0.5498489425981873,0.5498489425981873,0.604698174351633,331,331,331,662,61,4,605,0.9138972809667674,599,0.0,599,269,330,268,True
standard,power_grid,power-grid,infrastructure,2,quasi_local_walk,lrw,LRW-l3,steps,3.0,True,0.07658176915720105,0.6949876256918157,0.6954345068044285,0.6163141993957704,0.6163141993957704,0.6163141993957704,0.6791404066437373,331,331,331,662,82,21,601,0.9078549848942599,527,0.0,527,199,328,196,True
standard,power_grid,power-grid,infrastructure,2,quasi_local_walk,srw,SRW-l3,steps,3.0,True,0.07658176915720105,0.7834679978406504,0.7825549237411122,0.6948640483383686,0.6948640483383686,0.6948640483383686,0.751998261834851,331,331,331,662,109,30,583,0.8806646525679759,470,0.0,470,142,328,139,True
standard,power_grid,power-grid,infrastructure,2,quasi_local_walk,pfp,PFP-l3,steps,3.0,True,0.07658176915720105,0.7807859656729408,0.7817927912304561,0.6948640483383686,0.6948640483383686,0.6948640483383686,0.7514040806928787,331,331,331,662,119,30,573,0.8655589123867069,470,0.0,470,142,328,139,True
standard,power_grid,power-grid,infrastructure,2,quasi_local_walk,lrw,LRW-l5,steps,5.0,False,0.2049805843271315,0.8183636998323838,0.8200226357919332,0.7341389728096677,0.7341389728096677,0.7341389728096677,0.7854245158733556,331,331,331,662,202,16,476,0.7190332326283988,441,0.0,441,115,326,110,True
standard,power_grid,power-grid,infrastructure,2,quasi_local_walk,srw,SRW-l5,steps,5.0,False,0.2049805843271315,0.8862206125709,0.886474201586331,0.8126888217522659,0.8126888217522659,0.8126888217522659,0.8512674660110741,331,331,331,662,249,12,425,0.6419939577039275,398,0.0,398,72,326,67,True
standard,power_grid,power-grid,infrastructure,2,quasi_local_walk,pfp,PFP-l5,steps,5.0,False,0.2049805843271315,0.8846284986782474,0.8861273628389664,0.8126888217522659,0.8126888217522659,0.8126888217522659,0.8509167223267555,331,331,331,662,224,27,465,0.702416918429003,398,0.0,398,72,326,67,True
standard,power_grid,power-grid,infrastructure,2,quasi_local_walk,lrw,LRW-l7,steps,7.0,False,0.485625424887985,0.9103941098925268,0.9121767782331304,0.8489425981873112,0.8489425981873112,0.8489425981873112,0.8796845195704066,331,331,331,662,285,7,384,0.5800604229607251,372,0.0,372,52,320,41,True
standard,power_grid,power-grid,infrastructure,2,quasi_local_walk,srw,SRW-l7,steps,7.0,False,0.485625424887985,0.9429170013294679,0.9433192468122781,0.9033232628398792,0.9033232628398792,0.9033232628398792,0.9234842838501965,331,331,331,662,306,5,361,0.5453172205438066,353,0.0,353,33,320,22,True
standard,power_grid,power-grid,infrastructure,2,quasi_local_walk,pfp,PFP-l7,steps,7.0,False,0.485625424887985,0.9411693707365438,0.9429267713876288,0.9033232628398792,0.9033232628398792,0.9033232628398792,0.9231015125669542,331,331,331,662,272,24,414,0.6253776435045317,353,0.0,353,33,320,22,True
standard,power_grid,power-grid,infrastructure,3,quasi_local_path,lpi,LPI-beta-0.1,beta,0.1,False,0.028631993103772402,0.768882175226586,0.7688821752265861,0.6888217522658611,0.6888217522658611,0.6888217522658611,0.7475620561700321,331,331,331,662,29,16,649,0.9803625377643505,484,0.0,484,153,331,153,True
standard,power_grid,power-grid,infrastructure,3,quasi_local_path,lpi,LPI-beta-0.01,beta,0.01,False,0.02873165812343359,0.768882175226586,0.7688821752265861,0.6888217522658611,0.6888217522658611,0.6888217522658611,0.7475620561700321,331,331,331,662,29,16,649,0.9803625377643505,484,0.0,484,153,331,153,True
standard,power_grid,power-grid,infrastructure,3,quasi_local_path,lpi,LPI-beta-0.001,beta,0.001,True,0.028461927082389593,0.768882175226586,0.7688821752265861,0.6888217522658611,0.6888217522658611,0.6888217522658611,0.7475620561700321,331,331,331,662,29,16,649,0.9803625377643505,484,0.0,484,153,331,153,True
standard,power_grid,power-grid,infrastructure,3,quasi_local_path,ora_cni,ORA-CNI-beta-0.1,beta,0.1,False,0.028522610664367676,0.7688821752265859,0.7688821752265861,0.6888217522658611,0.6888217522658611,0.6888217522658611,0.7475620561700321,331,331,331,662,109,22,575,0.8685800604229608,484,0.0,484,153,331,153,True
standard,power_grid,power-grid,infrastructure,3,quasi_local_path,ora_cni,ORA-CNI-beta-0.01,beta,0.01,False,0.028539321385324,0.7688821752265859,0.7688821752265861,0.6888217522658611,0.6888217522658611,0.6888217522658611,0.7475620561700321,331,331,331,662,109,22,575,0.8685800604229608,484,0.0,484,153,331,153,True
standard,power_grid,power-grid,infrastructure,3,quasi_local_path,ora_cni,ORA-CNI-beta-0.001,beta,0.001,True,0.02855537971481681,0.7688821752265859,0.7688821752265861,0.6888217522658611,0.6888217522658611,0.6888217522658611,0.7475620561700321,331,331,331,662,109,22,575,0.8685800604229608,484,0.0,484,153,331,153,True
standard,power_grid,power-grid,infrastructure,3,enhanced_local,lit,LIT-i2,iterations,2.0,True,0.10397874796763062,0.5966767371601208,0.5966767371601208,0.552870090634441,0.552870090634441,0.552870090634441,0.6130008571456969,331,331,331,662,64,2,600,0.9063444108761329,598,0.0,598,267,331,267,True
standard,power_grid,power-grid,infrastructure,3,enhanced_local,lit,LIT-i4,iterations,4.0,False,0.1941488143056631,0.5966767371601207,0.5966767371601208,0.552870090634441,0.552870090634441,0.552870090634441,0.6130008571456969,331,331,331,662,64,2,600,0.9063444108761329,598,0.0,598,267,331,267,True
standard,power_grid,power-grid,infrastructure,3,enhanced_local,lit,LIT-i6,iterations,6.0,False,0.28514872677624226,0.5966767371601208,0.5966767371601208,0.552870090634441,0.552870090634441,0.552870090634441,0.6130008571456969,331,331,331,662,64,2,600,0.9063444108761329,598,0.0,598,267,331,267,True
standard,power_grid,power-grid,infrastructure,3,quasi_local_walk,lrw,LRW-l3,steps,3.0,True,0.07704586675390601,0.6873111782477341,0.6873111782477341,0.6314199395770392,0.6314199395770392,0.6314199395770392,0.6929330646524874,331,331,331,662,80,13,595,0.8987915407854985,538,0.0,538,207,331,207,True
standard,power_grid,power-grid,infrastructure,3,quasi_local_walk,srw,SRW-l3,steps,3.0,True,0.07704586675390601,0.768882175226586,0.7688821752265861,0.6888217522658611,0.6888217522658611,0.6888217522658611,0.7475620561700321,331,331,331,662,106,23,579,0.8746223564954683,484,0.0,484,153,331,153,True
standard,power_grid,power-grid,infrastructure,3,quasi_local_walk,pfp,PFP-l3,steps,3.0,True,0.07704586675390601,0.7688821752265859,0.7688821752265861,0.6888217522658611,0.6888217522658611,0.6888217522658611,0.7475620561700321,331,331,331,662,111,27,578,0.8731117824773413,484,0.0,484,153,331,153,True
standard,power_grid,power-grid,infrastructure,3,quasi_local_walk,lrw,LRW-l5,steps,5.0,False,0.20242648292332888,0.8171546124432092,0.8162302279095662,0.743202416918429,0.743202416918429,0.743202416918429,0.7936116261740243,331,331,331,662,200,12,474,0.716012084592145,448,0.0,448,120,328,117,True
standard,power_grid,power-grid,infrastructure,3,quasi_local_walk,srw,SRW-l5,steps,5.0,False,0.20242648292332888,0.8799015480942164,0.87867032977063,0.8187311178247734,0.8187311178247734,0.8187311178247734,0.8563443016601969,331,331,331,662,237,11,436,0.6586102719033232,406,0.0,406,79,327,75,True
standard,power_grid,power-grid,infrastructure,3,quasi_local_walk,pfp,PFP-l5,steps,5.0,False,0.20242648292332888,0.8789061159347484,0.8780542346272852,0.8187311178247734,0.8187311178247734,0.8187311178247734,0.8561865245674222,331,331,331,662,221,21,462,0.6978851963746223,406,0.0,406,79,327,75,True
standard,power_grid,power-grid,infrastructure,3,quasi_local_walk,lrw,LRW-l7,steps,7.0,False,0.48936935095116496,0.9035263907319937,0.9032456804884951,0.8398791540785498,0.8398791540785498,0.8398791540785498,0.8734016382144165,331,331,331,662,275,3,390,0.5891238670694864,386,0.0,386,61,325,55,True
standard,power_grid,power-grid,infrastructure,3,quasi_local_walk,srw,SRW-l7,steps,7.0,False,0.48936935095116496,0.9367551779764736,0.9359991237757961,0.8942598187311178,0.8942598187311178,0.8942598187311177,0.9169098694525056,331,331,331,662,298,2,366,0.552870090634441,364,0.0,364,40,324,33,True
standard,power_grid,power-grid,infrastructure,3,quasi_local_walk,pfp,PFP-l7,steps,7.0,False,0.48936935095116496,0.9358715632931225,0.9355016839933918,0.8942598187311178,0.8942598187311178,0.8942598187311177,0.9167665970914549,331,331,331,662,274,16,404,0.6102719033232629,364,0.0,364,40,324,33,True
standard,power_grid,power-grid,infrastructure,4,quasi_local_path,lpi,LPI-beta-0.1,beta,0.1,False,0.01788343023508787,0.7740590539900823,0.7752576190432727,0.6858006042296072,0.6858006042296072,0.6858006042296072,0.7449317576398047,331,331,331,662,30,18,650,0.9818731117824774,476,0.0,476,147,329,145,True
standard,power_grid,power-grid,infrastructure,4,quasi_local_path,lpi,LPI-beta-0.01,beta,0.01,False,0.017902547027915716,0.7740590539900823,0.7752576190432727,0.6858006042296072,0.6858006042296072,0.6858006042296072,0.7449317576398047,331,331,331,662,30,18,650,0.9818731117824774,476,0.0,476,147,329,145,True
standard,power_grid,power-grid,infrastructure,4,quasi_local_path,lpi,LPI-beta-0.001,beta,0.001,True,0.018096433952450752,0.7740590539900823,0.7752576190432727,0.6858006042296072,0.6858006042296072,0.6858006042296072,0.7449317576398047,331,331,331,662,30,18,650,0.9818731117824774,476,0.0,476,147,329,145,True
standard,power_grid,power-grid,infrastructure,4,quasi_local_path,ora_cni,ORA-CNI-beta-0.1,beta,0.1,False,0.017991221975535154,0.7729188188975558,0.7750978906727759,0.6858006042296072,0.6858006042296072,0.6858006042296072,0.7445374974736055,331,331,331,662,113,22,571,0.8625377643504532,476,0.0,476,147,329,145,True
standard,power_grid,power-grid,infrastructure,4,quasi_local_path,ora_cni,ORA-CNI-beta-0.01,beta,0.01,False,0.017593362368643284,0.7729983477499777,0.7751070180082329,0.6858006042296072,0.6858006042296072,0.6858006042296072,0.7445639314848804,331,331,331,662,113,22,571,0.8625377643504532,476,0.0,476,147,329,145,True
standard,power_grid,power-grid,infrastructure,4,quasi_local_path,ora_cni,ORA-CNI-beta-0.001,beta,0.001,True,0.018469172064214945,0.7729983477499777,0.7751070180082329,0.6858006042296072,0.6858006042296072,0.6858006042296072,0.7445639314848804,331,331,331,662,113,22,571,0.8625377643504532,476,0.0,476,147,329,145,True
standard,power_grid,power-grid,infrastructure,4,enhanced_local,lit,LIT-i2,iterations,2.0,True,0.06039170501753688,0.59214501510574,0.5921450151057401,0.552870090634441,0.552870090634441,0.552870090634441,0.6103287995879532,331,331,331,662,60,2,604,0.9123867069486404,601,0.0,601,270,331,270,True
standard,power_grid,power-grid,infrastructure,4,enhanced_local,lit,LIT-i4,iterations,4.0,False,0.1109462552703917,0.59214501510574,0.5921450151057401,0.552870090634441,0.552870090634441,0.552870090634441,0.6103287995879532,331,331,331,662,60,2,604,0.9123867069486404,601,0.0,601,270,331,270,True
standard,power_grid,power-grid,infrastructure,4,enhanced_local,lit,LIT-i6,iterations,6.0,False,0.16405040211975574,0.59214501510574,0.5921450151057401,0.552870090634441,0.552870090634441,0.552870090634441,0.6103287995879532,331,331,331,662,60,2,604,0.9123867069486404,601,0.0,601,270,331,270,True
standard,power_grid,power-grid,infrastructure,4,quasi_local_walk,lrw,LRW-l3,steps,3.0,True,0.0453783068805933,0.6906134290299852,0.6919250463212275,0.6283987915407855,0.6283987915407855,0.6283987915407855,0.6894309188091085,331,331,331,662,82,22,602,0.9093655589123867,531,0.0,531,202,329,200,True
standard,power_grid,power-grid,infrastructure,4,quasi_local_walk,srw,SRW-l3,steps,3.0,True,0.0453783068805933,0.7729397934150873,0.7751024543405044,0.6858006042296072,0.6858006042296072,0.6858006042296072,0.7445374974736055,331,331,331,662,107,29,584,0.8821752265861027,476,0.0,476,147,329,145,True
standard,power_grid,power-grid,infrastructure,4,quasi_local_walk,pfp,PFP-l3,steps,3.0,True,0.0453783068805933,0.7677680963617733,0.7748879619572658,0.6858006042296072,0.6858006042296072,0.6858006042296072,0.740723025133121,331,331,331,662,114,26,574,0.8670694864048338,476,0.0,476,147,329,145,True
standard,power_grid,power-grid,infrastructure,4,quasi_local_walk,lrw,LRW-l5,steps,5.0,False,0.12066958984360099,0.7983582244817867,0.8012157610828672,0.7250755287009063,0.7250755287009063,0.7250755287009063,0.7770869274518303,331,331,331,662,195,13,480,0.7250755287009063,455,0.0,455,128,327,124,True
standard,power_grid,power-grid,infrastructure,4,quasi_local_walk,srw,SRW-l5,steps,5.0,False,0.12066958984360099,0.8672020520204404,0.8700769434379022,0.7945619335347432,0.7945619335347432,0.7945619335347432,0.8356223160752614,331,331,331,662,239,12,435,0.6570996978851964,410,0.0,410,83,327,79,True
standard,power_grid,power-grid,infrastructure,4,quasi_local_walk,pfp,PFP-l5,steps,5.0,False,0.12066958984360099,0.8629816004830415,0.8699309060705908,0.7945619335347432,0.7945619335347432,0.7945619335347432,0.8332196856306227,331,331,331,662,210,25,477,0.7205438066465257,410,0.0,410,83,327,79,True
standard,power_grid,power-grid,infrastructure,4,quasi_local_walk,lrw,LRW-l7,steps,7.0,False,0.31783111626282334,0.8862590642735169,0.8900931900950155,0.8308157099697885,0.8308157099697885,0.8308157099697885,0.864302539416685,331,331,331,662,268,4,398,0.6012084592145015,389,0.0,389,67,322,58,True
standard,power_grid,power-grid,infrastructure,4,quasi_local_walk,srw,SRW-l7,steps,7.0,False,0.31783111626282334,0.9312270301023511,0.9341280200071194,0.8882175226586103,0.8882175226586103,0.8882175226586103,0.9107809736722556,331,331,331,662,296,6,372,0.5619335347432024,360,0.0,360,39,321,29,True
standard,power_grid,power-grid,infrastructure,4,quasi_local_walk,pfp,PFP-l7,steps,7.0,False,0.31783111626282334,0.926864342753277,0.9339226549593378,0.8882175226586103,0.8882175226586103,0.8882175226586103,0.9083229558250049,331,331,331,662,266,22,418,0.6314199395770392,360,0.0,360,39,321,29,True
standard,power_grid,power-grid,infrastructure,5,quasi_local_path,lpi,LPI-beta-0.1,beta,0.1,False,0.03161874692887068,0.7528932029916664,0.7536179981634528,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.7041482716591762,330,330,330,660,26,15,649,0.9833333333333333,489,0.0,489,161,328,159,True
standard,power_grid,power-grid,infrastructure,5,quasi_local_path,lpi,LPI-beta-0.01,beta,0.01,False,0.03277192683890462,0.7528932029916664,0.7536179981634528,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.7041482716591762,330,330,330,660,27,14,647,0.9803030303030303,489,0.0,489,161,328,159,True
